,Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
32,-7.25,-0.6847,0.01303,0.00744,-0.0089,0.9951,0.0235
33,-7.0,-0.6502,0.01261,0.007,-0.0104,0.9935,0.0241
34,-6.75,-0.6173,0.01223,0.00659,-0.0115,0.9907,0.0247
35,-6.5,-0.5833,0.01178,0.00611,-0.0128,0.9881,0.0253
36,-6.25,-0.5491,0.0112,0.00553,-0.0143,0.9859,0.0264
37,-6.0,-0.513,0.01088,0.00523,-0.0161,0.984,0.0274
38,-5.75,-0.4818,0.01058,0.00492,-0.0167,0.9789,0.0284
39,-5.5,-0.4498,0.01031,0.00462,-0.0175,0.9736,0.0293
40,-5.25,-0.4212,0.00985,0.00416,-0.0175,0.9663,0.0307
41,-5.0,-0.3925,0.0096,0.00391,-0.0175,0.9576,0.0321
42,-4.75,-0.366,0.0094,0.0037,-0.017,0.9458,0.0336
43,-4.5,-0.3404,0.00914,0.0034,-0.0163,0.931,0.0355
44,-4.25,-0.3151,0.00894,0.00318,-0.0154,0.9115,0.0378
45,-4.0,-0.2892,0.00883,0.00299,-0.0147,0.891,0.0399
46,-3.75,-0.2632,0.00862,0.00276,-0.0141,0.8717,0.0435
47,-3.5,-0.2364,0.00853,0.00261,-0.0137,0.8511,0.0465
48,-3.25,-0.21,0.00838,0.00242,-0.0132,0.8298,0.0515
49,-3.0,-0.1831,0.00832,0.00227,-0.0127,0.8075,0.0559
50,-2.75,-0.1564,0.00821,0.00213,-0.0123,0.7831,0.0624
51,-2.5,-0.1296,0.00814,0.00199,-0.012,0.7577,0.0705
52,-2.25,-0.1026,0.00805,0.00188,-0.0116,0.734,0.0828
53,-2.0,-0.0761,0.00792,0.00175,-0.0113,0.708,0.1089
54,-1.75,-0.0554,0.00692,0.00147,-0.0103,0.6828,0.3338
55,-1.5,-0.0316,0.00644,0.00136,-0.0097,0.6569,0.4622
56,-1.25,-0.0063,0.00619,0.0013,-0.0091,0.6327,0.5423
57,-1.0,0.0194,0.00603,0.00127,-0.0086,0.6069,0.6065
58,-0.75,0.0454,0.00595,0.00125,-0.0082,0.5798,0.6569
59,-0.5,0.0716,0.00591,0.00125,-0.0077,0.553,0.7008
60,-0.25,0.0977,0.00587,0.00127,-0.0072,0.5289,0.7431
61,0.0,0.1241,0.00587,0.00129,-0.0067,0.5035,0.7785
62,0.25,0.1503,0.00591,0.00133,-0.0062,0.4776,0.8119
63,0.5,0.1767,0.00597,0.00137,-0.0057,0.4514,0.8411
64,0.75,0.2025,0.00603,0.00144,-0.005,0.4281,0.8713
65,1.0,0.228,0.00612,0.00152,-0.0042,0.4047,0.8988
66,1.25,0.2544,0.00627,0.00159,-0.0038,0.3804,0.9137
67,1.5,0.281,0.00642,0.00166,-0.0033,0.3574,0.9266
68,1.75,0.3076,0.00657,0.00174,-0.0029,0.3367,0.9384
69,2.0,0.3348,0.00674,0.00183,-0.0026,0.3174,0.9481
70,2.25,0.3617,0.00691,0.00192,-0.0023,0.2995,0.9579
71,2.5,0.3909,0.00709,0.00202,-0.0024,0.2833,0.9652
72,2.75,0.4202,0.00724,0.00212,-0.0026,0.2705,0.9722
73,3.0,0.4531,0.00742,0.00223,-0.0037,0.2588,0.9764
74,3.25,0.4847,0.00761,0.00235,-0.0045,0.2478,0.9814
75,3.5,0.5188,0.00775,0.00246,-0.0058,0.2396,0.9844
76,3.75,0.5553,0.00794,0.00259,-0.0077,0.2312,0.9859
77,4.0,0.5913,0.00808,0.0027,-0.0095,0.2241,0.9878
78,4.25,0.6261,0.00828,0.00285,-0.0111,0.2166,0.9902
79,4.5,0.6603,0.0084,0.00296,-0.0125,0.2117,0.9927
80,4.75,0.6949,0.00857,0.0031,-0.0141,0.2052,0.9946
81,5.0,0.7306,0.00873,0.00323,-0.0158,0.1994,0.996
82,5.25,0.766,0.00886,0.00335,-0.0175,0.1943,0.9976
83,5.5,0.8008,0.00905,0.00351,-0.0192,0.1879,0.9991
84,5.75,0.8313,0.00918,0.00364,-0.0199,0.1835,1.0
85,6.0,0.8545,0.0093,0.00376,-0.019,0.1792,1.0
86,6.25,0.8771,0.00948,0.00391,-0.018,0.1736,1.0
87,6.5,0.9,0.00963,0.00406,-0.0171,0.1692,1.0
88,6.75,0.9232,0.00977,0.00421,-0.0162,0.1649,1.0
89,7.0,0.9458,0.00997,0.00438,-0.0152,0.1595,1.0
90,7.25,0.9689,0.01015,0.00456,-0.0143,0.155,1.0
91,7.5,0.9922,0.01031,0.00473,-0.0135,0.1499,1.0
92,7.75,1.0146,0.01058,0.00495,-0.0125,0.1431,1.0
93,8.0,1.0385,0.01073,0.00513,-0.0118,0.1392,1.0
94,8.25,1.0616,0.01097,0.00534,-0.011,0.1336,1.0
95,8.5,1.0848,0.01121,0.00559,-0.0102,0.1282,1.0
96,8.75,1.1082,0.01145,0.00582,-0.0094,0.1223,1.0
97,9.0,1.1313,0.01174,0.00609,-0.0087,0.1152,1.0
98,9.25,1.1545,0.01206,0.00637,-0.008,0.1079,1.0
99,9.5,1.178,0.01236,0.00667,-0.0074,0.102,1.0
100,9.75,1.2009,0.01274,0.00702,-0.0067,0.0949,1.0
101,10.0,1.2243,0.01307,0.00736,-0.0061,0.0888,1.0
102,10.25,1.2468,0.0135,0.00775,-0.0054,0.0817,1.0
103,10.5,1.2689,0.01396,0.00818,-0.0047,0.0747,1.0
104,10.75,1.2913,0.01438,0.0086,-0.004,0.0687,1.0
105,11.0,1.3128,0.01489,0.00909,-0.0032,0.0626,1.0
106,11.25,1.3336,0.01544,0.00962,-0.0024,0.0565,1.0
107,11.5,1.3547,0.01594,0.01013,-0.0016,0.0515,1.0
108,11.75,1.3746,0.01653,0.01071,-0.0007,0.0465,1.0
109,12.25,1.4128,0.01777,0.01194,0.0014,0.0382,1.0
110,12.5,1.4305,0.01844,0.01263,0.0025,0.0348,1.0
111,12.75,1.4475,0.01913,0.01334,0.0038,0.0318,1.0
112,13.0,1.4636,0.01983,0.01407,0.0051,0.0294,1.0
113,13.25,1.4766,0.02058,0.01485,0.0069,0.0272,1.0
114,13.5,1.4875,0.0214,0.01571,0.009,0.0254,1.0
115,13.75,1.4987,0.02222,0.01658,0.0109,0.0238,1.0
116,14.0,1.5058,0.02334,0.01775,0.013,0.0223,1.0
117,14.25,1.5157,0.02434,0.01882,0.0146,0.0213,1.0
118,14.5,1.5239,0.0255,0.02004,0.0161,0.0202,1.0
119,14.75,1.5287,0.02699,0.02159,0.0176,0.0193,1.0
120,15.0,1.5304,0.02886,0.02354,0.0188,0.0184,1.0
121,15.25,1.5368,0.03048,0.02526,0.0195,0.0179,1.0
122,15.5,1.5404,0.03248,0.02735,0.02,0.0173,1.0
123,15.75,1.5413,0.0349,0.02987,0.0201,0.0169,1.0
124,16.0,1.539,0.03789,0.03295,0.0197,0.0164,1.0
125,16.25,1.5325,0.0416,0.03678,0.0187,0.0161,1.0
126,16.5,1.5202,0.04636,0.04167,0.017,0.0157,1.0
127,16.75,1.5026,0.05212,0.04757,0.0146,0.0155,1.0
128,17.0,1.4857,0.05803,0.05363,0.0119,0.0154,1.0
129,17.25,1.4649,0.0646,0.06035,0.009,0.0153,1.0
130,17.5,1.4378,0.07227,0.06818,0.0055,0.0153,1.0
131,17.75,1.4051,0.08091,0.07698,0.0017,0.0154,1.0
132,18.0,1.3702,0.09002,0.08625,-0.0024,0.0154,1.0
