,Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
106,9.5,1.1409,0.02385,0.01576,0.0016,0.2124,1.0
107,9.75,1.1501,0.02421,0.01625,0.0047,0.2081,1.0
108,10.0,1.1615,0.02458,0.01663,0.0073,0.2037,1.0
109,10.25,1.178,0.02513,0.01707,0.0089,0.1994,1.0
110,10.5,1.1863,0.02566,0.01772,0.0119,0.1952,1.0
111,10.75,1.1936,0.0261,0.01824,0.015,0.1909,1.0
112,11.0,1.2039,0.02656,0.01868,0.0176,0.1868,1.0
113,11.25,1.2184,0.02727,0.01933,0.0192,0.1824,1.0
114,11.5,1.2212,0.02785,0.02007,0.0226,0.1781,1.0
115,11.75,1.2296,0.02841,0.02065,0.0249,0.1737,1.0
116,12.0,1.2449,0.02914,0.02126,0.0261,0.1692,1.0
117,12.25,1.2468,0.03001,0.02233,0.0289,0.1651,1.0
118,12.5,1.2548,0.03084,0.02321,0.0306,0.161,1.0
119,12.75,1.2674,0.03166,0.02396,0.0318,0.1574,1.0
120,13.0,1.2741,0.03285,0.02526,0.0334,0.1538,1.0
121,13.25,1.2799,0.03405,0.02657,0.0348,0.1502,1.0
122,13.5,1.2888,0.03514,0.02768,0.0359,0.147,1.0
123,13.75,1.303,0.03618,0.02862,0.0366,0.1438,1.0
124,14.0,1.3032,0.03792,0.03058,0.0379,0.1409,1.0
125,14.25,1.3075,0.0395,0.03227,0.0387,0.1378,1.0
126,14.5,1.315,0.04091,0.03369,0.0394,0.135,1.0
127,14.75,1.3272,0.04215,0.03485,0.0399,0.1321,1.0
128,15.0,1.3232,0.04457,0.0375,0.0404,0.1296,1.0
129,15.25,1.3237,0.04675,0.03979,0.0407,0.1268,1.0
130,15.5,1.3285,0.04858,0.04164,0.0408,0.1242,1.0
131,15.75,1.3411,0.04982,0.04278,0.0412,0.1215,1.0
132,16.0,1.331,0.05321,0.04642,0.0409,0.1193,1.0
133,16.25,1.3265,0.05624,0.0496,0.0404,0.1169,1.0
134,16.5,1.3283,0.05866,0.05206,0.0401,0.1145,1.0
135,16.75,1.3418,0.05978,0.05305,0.0403,0.1119,1.0
136,17.0,1.3284,0.06409,0.05759,0.0391,0.1099,1.0
137,17.25,1.3163,0.06844,0.06214,0.0377,0.1077,1.0
138,17.5,1.3135,0.07171,0.06547,0.0367,0.1054,1.0
139,17.75,1.3264,0.07287,0.06652,0.0367,0.1029,1.0
140,18.0,1.3125,0.0777,0.07153,0.035,0.101,1.0
141,18.25,1.2903,0.08395,0.078,0.0323,0.0991,1.0
142,18.5,1.2798,0.08862,0.08278,0.0302,0.097,1.0
143,18.75,1.2945,0.08951,0.08358,0.0303,0.0947,1.0
144,19.0,1.2897,0.0933,0.08742,0.0289,0.0928,1.0
