,Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
39,-0.75,-0.0466,0.02132,0.0122,0.0018,1.0,1.0
40,-0.5,-0.0514,0.02167,0.01247,0.0052,1.0,1.0
41,-0.25,-0.0521,0.02214,0.01286,0.0077,1.0,1.0
42,0.0,0.0256,0.02304,0.01364,-0.0035,0.9766,1.0
43,0.25,0.1183,0.02356,0.01409,-0.0163,0.9457,1.0
44,0.5,0.2113,0.02356,0.01408,-0.0283,0.9139,1.0
45,0.75,0.2958,0.02306,0.01363,-0.0376,0.8807,1.0
46,1.0,0.3543,0.02248,0.01305,-0.0414,0.8451,1.0
47,1.25,0.3941,0.02203,0.01254,-0.0416,0.8085,1.0
48,1.5,0.4231,0.02175,0.01215,-0.0398,0.7719,1.0
49,1.75,0.4446,0.02177,0.01205,-0.0371,0.7331,1.0
50,2.0,0.4658,0.02188,0.01199,-0.0345,0.696,1.0
51,2.25,0.4869,0.02212,0.01206,-0.0321,0.661,1.0
52,2.5,0.508,0.02248,0.01225,-0.0299,0.6285,1.0
53,2.75,0.53,0.02287,0.01242,-0.0279,0.6001,1.0
54,3.0,0.5503,0.02349,0.01294,-0.0263,0.5722,1.0
55,3.25,0.5728,0.02403,0.01329,-0.0247,0.5498,1.0
56,3.5,0.5932,0.0248,0.01404,-0.0233,0.5275,1.0
57,3.75,0.6145,0.02557,0.01475,-0.022,0.5083,1.0
58,4.0,0.6358,0.02638,0.01551,-0.0208,0.491,1.0
59,4.25,0.6572,0.02725,0.01636,-0.0196,0.4755,1.0
60,4.5,0.6789,0.02814,0.0172,-0.0184,0.4615,1.0
61,4.75,0.7012,0.029,0.01801,-0.0173,0.4483,1.0
62,5.0,0.7199,0.03021,0.01937,-0.0162,0.4352,1.0
63,5.25,0.7391,0.03147,0.02072,-0.015,0.4234,1.0
64,5.5,0.7619,0.03244,0.02163,-0.014,0.4129,1.0
65,5.75,0.7788,0.03394,0.02332,-0.0129,0.4018,1.0
66,6.0,0.7963,0.0355,0.02502,-0.0118,0.3919,1.0
67,6.25,0.8185,0.03661,0.02613,-0.0108,0.3821,1.0
68,6.5,0.8291,0.03891,0.02872,-0.0095,0.3729,1.0
69,6.75,0.8553,0.03981,0.02954,-0.0087,0.3641,1.0
70,7.0,0.8572,0.04292,0.03306,-0.0072,0.3553,1.0
71,7.25,0.8859,0.0437,0.03373,-0.0064,0.347,1.0
72,7.5,0.8761,0.04807,0.03859,-0.0049,0.3397,1.0
73,7.75,0.9101,0.0483,0.03868,-0.0041,0.3306,1.0
74,8.0,0.8822,0.05464,0.04549,-0.0028,0.3259,1.0
75,8.25,0.8492,0.06185,0.05293,-0.0028,0.3227,1.0
76,8.5,0.7811,0.07349,0.06459,-0.0062,0.3258,1.0
77,8.75,0.7234,0.08559,0.07658,-0.013,0.3341,1.0
78,9.0,0.7283,0.08983,0.08086,-0.0137,0.3319,1.0
