,Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
129,13.25,1.3395,0.0255,0.01929,0.0281,0.1162,1.0
130,13.5,1.3481,0.02679,0.02058,0.0291,0.1132,1.0
131,13.75,1.357,0.02813,0.02196,0.03,0.1106,1.0
132,14.0,1.3682,0.02935,0.02324,0.0306,0.1079,1.0
133,14.25,1.3763,0.03086,0.02479,0.0312,0.1054,1.0
134,14.5,1.38,0.03278,0.02672,0.0318,0.103,1.0
135,14.75,1.3874,0.03446,0.02848,0.0322,0.1009,1.0
136,15.0,1.3952,0.03617,0.03025,0.0324,0.0987,1.0
137,15.25,1.3993,0.03825,0.03238,0.0326,0.0966,1.0
138,15.5,1.3989,0.04082,0.03498,0.0326,0.0946,1.0
139,15.75,1.4004,0.0433,0.03753,0.0325,0.0928,1.0
140,16.0,1.4049,0.04556,0.03988,0.0323,0.0909,1.0
141,16.25,1.4061,0.04822,0.04261,0.0319,0.0891,1.0
142,16.5,1.4031,0.05138,0.04583,0.0313,0.0874,1.0
143,16.75,1.3958,0.05506,0.04954,0.0307,0.0856,1.0
144,17.0,1.3962,0.05801,0.0526,0.03,0.0841,1.0
145,17.25,1.3946,0.06124,0.05593,0.0291,0.0823,1.0
146,17.5,1.3897,0.06492,0.05967,0.028,0.0806,1.0
147,17.75,1.3807,0.06909,0.06389,0.0268,0.079,1.0
148,18.0,1.3723,0.07322,0.06807,0.0256,0.0774,1.0
149,18.25,1.3672,0.07716,0.07213,0.0242,0.0758,1.0
150,18.5,1.3597,0.08142,0.07649,0.0227,0.0741,1.0
151,18.75,1.3496,0.08602,0.08115,0.021,0.0725,1.0
152,19.0,1.3388,0.09063,0.08577,0.0194,0.0709,1.0
