,Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
46,1.75,0.4554,0.0086,0.00313,-0.0589,0.8327,1.0
47,2.0,0.4799,0.0086,0.00305,-0.0576,0.8048,1.0
48,2.25,0.5042,0.00866,0.003,-0.0562,0.7728,1.0
49,2.5,0.5289,0.00877,0.00302,-0.0551,0.7419,1.0
50,2.75,0.5536,0.00893,0.00306,-0.0541,0.7101,1.0
51,3.0,0.5779,0.00913,0.00312,-0.053,0.6745,1.0
52,3.25,0.6024,0.00935,0.00324,-0.052,0.639,1.0
53,3.5,0.627,0.0096,0.00338,-0.0511,0.6055,1.0
54,3.75,0.6517,0.00987,0.00356,-0.0503,0.5716,1.0
55,4.0,0.6762,0.01016,0.00378,-0.0496,0.537,1.0
56,4.25,0.6998,0.01052,0.00399,-0.0486,0.4909,1.0
57,4.5,0.7225,0.01098,0.00423,-0.0476,0.4312,1.0
58,4.75,0.7441,0.01159,0.00455,-0.0465,0.353,1.0
59,5.0,0.7603,0.01302,0.00518,-0.0449,0.195,1.0
60,5.25,0.7766,0.01479,0.00623,-0.0434,0.0894,1.0
61,5.5,0.7989,0.01566,0.00708,-0.0425,0.0764,1.0
62,5.75,0.8212,0.01649,0.00796,-0.0415,0.0696,1.0
63,6.0,0.8438,0.01727,0.00876,-0.0406,0.0639,1.0
64,6.25,0.8639,0.01851,0.01002,-0.0393,0.06,1.0
65,6.5,0.8873,0.01924,0.01086,-0.0385,0.0559,1.0
66,6.75,0.9095,0.02024,0.01188,-0.0376,0.052,1.0
67,7.0,0.9302,0.022,0.01365,-0.0365,0.0479,1.0
68,7.25,0.9537,0.02321,0.01502,-0.0356,0.0446,1.0
69,7.5,0.9761,0.02456,0.01647,-0.0348,0.0407,1.0
70,7.75,0.9971,0.02791,0.01997,-0.0339,0.0372,1.0
71,8.0,1.0191,0.02969,0.02209,-0.0326,0.0356,1.0
72,8.25,1.0391,0.03179,0.02454,-0.0313,0.0334,1.0
73,8.5,1.0575,0.03378,0.02678,-0.03,0.031,1.0
74,8.75,1.0737,0.03661,0.0299,-0.0285,0.03,1.0
75,9.0,1.0857,0.04016,0.03387,-0.0266,0.0297,1.0
76,9.25,1.0832,0.04638,0.04093,-0.0229,0.0316,1.0
77,9.5,1.0778,0.05213,0.0472,-0.0199,0.0333,1.0
78,9.75,1.07,0.05717,0.0526,-0.0175,0.0344,1.0
79,10.0,1.0588,0.062,0.0577,-0.0153,0.0353,1.0
