,Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
116,9.5,1.2143,0.01351,0.00785,-0.0102,0.1517,0.9976
117,9.75,1.2464,0.01389,0.00818,-0.0116,0.1454,0.9993
118,10.0,1.2687,0.01414,0.00844,-0.0109,0.1409,1.0
119,10.25,1.2758,0.01436,0.00864,-0.0071,0.1368,1.0
120,10.5,1.2775,0.01462,0.00889,-0.0023,0.1327,1.0
121,10.75,1.279,0.01478,0.00907,0.0026,0.1298,1.0
122,11.0,1.2852,0.01506,0.00935,0.0064,0.1257,1.0
123,11.25,1.2951,0.01547,0.00974,0.0092,0.1211,1.0
124,11.5,1.3098,0.01586,0.01013,0.0112,0.1169,1.0
125,11.75,1.323,0.0164,0.01065,0.0131,0.1121,1.0
126,12.0,1.339,0.01688,0.01114,0.0146,0.1085,1.0
127,12.25,1.3535,0.01747,0.01172,0.0161,0.1048,1.0
128,12.5,1.3678,0.01811,0.01236,0.0176,0.1014,1.0
129,12.75,1.3832,0.01873,0.013,0.0188,0.0987,1.0
130,13.0,1.3967,0.01947,0.01375,0.0201,0.0959,1.0
131,13.25,1.4093,0.02031,0.01459,0.0214,0.0932,1.0
132,13.5,1.4245,0.02103,0.01535,0.0224,0.0914,1.0
133,13.75,1.4377,0.02189,0.01624,0.0235,0.0894,1.0
134,14.0,1.449,0.02291,0.01728,0.0245,0.0874,1.0
135,14.25,1.4586,0.0241,0.0185,0.0256,0.0853,1.0
136,14.5,1.4724,0.02503,0.01949,0.0263,0.084,1.0
137,14.75,1.484,0.02616,0.02065,0.027,0.0823,1.0
138,15.0,1.4934,0.0275,0.02203,0.0277,0.0806,1.0
139,15.25,1.4999,0.02913,0.02368,0.0284,0.0788,1.0
140,15.5,1.5079,0.03068,0.02529,0.0289,0.0774,1.0
141,15.75,1.5181,0.0321,0.02678,0.0292,0.0759,1.0
142,16.0,1.5253,0.03383,0.02856,0.0294,0.0743,1.0
143,16.25,1.5291,0.03592,0.03068,0.0297,0.0727,1.0
144,16.5,1.529,0.03845,0.03326,0.0298,0.0709,1.0
145,16.75,1.5368,0.04029,0.03517,0.0297,0.0694,1.0
146,17.0,1.5402,0.04262,0.03756,0.0295,0.0677,1.0
147,17.25,1.539,0.04549,0.04048,0.0291,0.0659,1.0
148,17.5,1.5348,0.04875,0.0438,0.0286,0.0643,1.0
149,17.75,1.5359,0.05151,0.04664,0.0281,0.0627,1.0
150,18.0,1.5317,0.05493,0.05013,0.0273,0.0609,1.0
151,18.25,1.5215,0.05909,0.05435,0.0263,0.0593,1.0
152,18.5,1.5126,0.0632,0.05854,0.0252,0.0578,1.0
153,18.75,1.5036,0.0674,0.06283,0.024,0.0563,1.0
154,19.0,1.489,0.07235,0.06786,0.0225,0.0549,1.0
155,19.25,1.4698,0.07799,0.07358,0.0207,0.0537,1.0
